first_name,last_name,company,title,linkedin_url,location,message_step1,message_step2,message_step3,message_step4
,,Medibank,"Finance Business Partner - JV and Invested Assets, Amplar Health",,,"Peter, you lead assurance programs at Medibank. Digital body measurement introduces a data governance question: how do you verify the inputs feeding health program decisions? Audit-ready records answer that.","Thanks for accepting. I'm from 3DLOOK — we built FitXpress to produce verified body measurements that meet the governance standards health insurers and regulators require.
For Medibank's regulatory programs, the question when adding digital health tools is: can we defend the data? FitXpress was designed for exactly that standard. Every measurement is timestamped, every scan produces an audit-ready record. TLS encryption in transit, AWS SSE-S3 at rest — encryption is always on, not configurable. Photos are deleted immediately after processing or within 30 days per client policy. Zero personal identifiers are processed — only body data. The UK Meds case study demonstrates the real-world application: they integrated FitXpress into their pharmacy checkout flow for BMI verification before dispensing weight-loss medication. The Smart Scales feature automatically flags self-reported weight mismatches, cutting manual review time while keeping the audit trail regulator-ready.","Peter — one more. FitXpress was built for regulated health environments: 96-97% accuracy vs manual measurements, full audit trail, zero personal identifiers, encryption at every stage. UK Meds integrated it for BMI verification in pharmacy dispensing — their compliance team signed off because the audit trail is regulator-ready. For Medibank: the same governance standard. Worth 10 minutes?","Peter — won't keep going. If the compliance architecture around digital body measurement comes up at Medibank, happy to share our approach."
,,Medibank,Head of Tax,,,"Benjamin, Medibank wellness strategy — member engagement is the metric that matters. Remote body measurement with progress visualization turns a clinical task into a member experience.","Thanks for connecting. I'm from 3DLOOK — FitXpress captures 80+ body measurements, body composition, and a 3D body model from two smartphone photos in 45 seconds.
For Medibank, the preventive health opportunity is turning wellness programs from a cost center into a retention engine. Members who actively track their health progress are less likely to switch insurers. The challenge is giving them tracking tools they'll actually use. FitXpress delivers that: two photos, 45 seconds, a detailed 3D model with body composition breakdown. 96-97% accuracy vs manual measurements means the data is trustworthy. The visual progress comparison means members stay engaged month after month. For a health insurer, that's measurable ROI: higher program completion rates, lower churn among wellness participants, and stronger NPS from members who feel their insurer invested in their health.
HIPAA-compliant, GDPR-aligned, TLS encryption, SSE-S3 at rest. Photos deleted post-processing.","Benjamin — quick thought on preventive health engagement. FitXpress transforms body measurement from a clinical task into a member experience: 3D model, side-by-side progress comparison, full body composition. Yazen saw retention skyrocket when they added this. For Medibank: measurable engagement lift for wellness programs. Worth 10 minutes?","Benjamin — won't keep going. If member engagement through body progress tracking comes up at Medibank, happy to show the member experience."
,,Bupa Australia,Product Owner,,,"Gagan, you're driving digital transformation at Bupa Australia. One thing most digital health stacks miss: verified body measurement without a clinic visit. That gap is fixable.","Thanks for accepting. I'm from 3DLOOK — FitXpress captures clinical-grade body measurements (80+ metrics + body composition) from two smartphone photos in 45 seconds.
For Bupa Australia's product roadmap, remote body measurement fills a specific gap in the digital health experience. Members enrolled in wellness programs, weight management, or post-surgical recovery need regular body measurement data — but current options are either clinic visits (low compliance) or self-report (low accuracy). FitXpress delivers 96-97% accuracy vs manual measurements from two photos, with full body composition including body fat percentage and lean mass. The data flows via API into whatever system Bupa Australia uses to track member health outcomes.
HIPAA-compliant, GDPR-aligned, TLS encryption, SSE-S3 at rest. Photos deleted post-processing. Zero personal identifiers — body data only.","Gagan — specifically on the measurement gap. Bupa Australia has the digital infrastructure. What's missing is remote body measurement that's accurate enough for clinical use and simple enough for member adoption. FitXpress delivers both: 96-97% accuracy vs manual measurements, 45 seconds. 15-minute demo?","Gagan — won't keep going. If verified body measurement as a digital health capability comes up at Bupa Australia, happy to show how it works."
,,Medibank,Head of HealthStrong,,,"Prue, Medibank — members join health programs with good intentions, then drop off. Remote body scanning with visual progress changes that dynamic.","Appreciate the connection. I'm from 3DLOOK — we built FitXpress to turn two smartphone photos into verified body measurements and composition data in under a minute.
For Medibank's preventive health programs, the member engagement challenge is real: people sign up, do a few check-ins, then disappear. The problem isn't motivation — it's that progress feels invisible. A scale number changes slowly. A waist measurement tape is awkward. FitXpress changes the feedback loop: members take two photos on their phone every 30 days, and get a 3D body model showing exactly where their body changed — side by side with their previous scan. 96-97% accuracy vs manual measurements, full body composition data. The Yazen case study proves the retention impact: 34,000 scans in 2025, and the side-by-side 3D visualization is their #1 retention feature.
HIPAA-compliant, GDPR-aligned, TLS encryption, SSE-S3 at rest. Photos deleted post-processing. Zero personal identifiers — body data only.","Prue — quick thought on preventive health engagement. FitXpress transforms body measurement from a clinical task into a member experience: 3D model, side-by-side progress comparison, full body composition. Yazen saw retention skyrocket when they added this. For Medibank: measurable engagement lift for wellness programs. Worth 15 minutes?","Prue — final one. If visual body progress as a member retention tool becomes relevant for Medibank's health programs, reach out."
,,InstantScripts,Customer Support Manager,,,"Suja, at InstantScripts you're building the digital health future. The body measurement piece of that stack — still a gap. Remote scanning from a phone closes it.","Thanks for accepting. I'm from 3DLOOK — FitXpress captures clinical-grade body measurements (80+ metrics + body composition) from two smartphone photos in 45 seconds.
For InstantScripts's digital health stack, the opportunity is closing the loop between virtual care delivery and physical measurement data. Most platforms have invested in telehealth platforms, member apps, and digital claims — but when a member needs body measurement for a health program, the process still involves a clinic visit or a self-reported scale weight. FitXpress changes that: two photos from the member's phone, 45 seconds, verified measurements with 96-97% accuracy vs manual measurements. The API integrates directly into existing member apps and clinical workflows.
HIPAA-compliant, GDPR-aligned, TLS encryption, SSE-S3 at rest. Photos deleted post-processing. Zero personal identifiers — body data only.","Suja — one more. The platforms winning on digital engagement are the ones closing the gap between virtual tools and physical health data. FitXpress provides verified body measurement via API — 80+ metrics, body composition, 96-97% accuracy vs manual measurements. For InstantScripts's digital health strategy: remote measurement that members actually use and clinical teams trust. Worth 10 minutes?","Suja — last note from me. If adding remote body measurement to InstantScripts's digital health stack ever becomes a priority, I'm available."
,,Bupa Australia,Head of Remediation,,,"Sarah, Bupa Australia member health — the best preventive program is one members stick with. Side-by-side 3D body progress gives them the visual feedback that keeps them engaged.","Good to connect. Quick context: I'm from 3DLOOK — FitXpress generates 80+ verified body measurements and composition data from two photos, delivered via API.
For Bupa Australia's preventive health programs, the member engagement challenge is real: people sign up, do a few check-ins, then disappear. The problem isn't motivation — it's that progress feels invisible. A scale number changes slowly. A waist measurement tape is awkward. FitXpress changes the feedback loop: members take two photos on their phone every 30 days, and get a 3D body model showing exactly where their body changed — side by side with their previous scan. 96-97% accuracy vs manual measurements, full body composition data. The Yazen case study proves the retention impact: 34,000 scans in 2025, and the side-by-side 3D visualization is their #1 retention feature.
HIPAA-compliant, GDPR-aligned, TLS encryption, SSE-S3 at rest. Photos deleted post-processing. Zero personal identifiers — body data only.","Sarah — a member engagement thought. The insurers winning on retention are the ones giving members visible proof of their health progress. FitXpress delivers that: two photos, 45 seconds, 3D progress visualization. For Bupa Australia wellness programs: higher completion rates, stronger member loyalty. 10 minutes to see the member experience?","Sarah — final one. If visual body progress as a member retention tool becomes relevant for Bupa Australia's health programs, reach out."
,,Medibank,Head of Product - Ventures,,,"Eadaoin, product strategy at Medibank — members expect digital-first everything. Body measurement is the clinical data point that's still analog. Remote capture solves that.","Good to connect. Quick context: I'm from 3DLOOK — FitXpress generates 80+ verified body measurements and composition data from two photos, delivered via API.
For Medibank's digital health stack, the opportunity is closing the loop between virtual care delivery and physical measurement data. Most insurers have invested in telehealth platforms, member apps, and digital claims — but when a member needs body measurement for a health program, the process still involves a clinic visit or a self-reported scale weight. FitXpress changes that: two photos from the member's phone, 45 seconds, verified measurements with 96-97% accuracy vs manual measurements. The API integrates directly into existing member apps and clinical workflows.
HIPAA-compliant, GDPR-aligned, TLS encryption, SSE-S3 at rest. Photos deleted post-processing. Zero personal identifiers — body data only.","Eadaoin — one more. The insurers winning on digital engagement are the ones closing the gap between virtual tools and physical health data. FitXpress provides verified body measurement via API — 80+ metrics, body composition, 96-97% accuracy vs manual measurements. For Medibank's digital health strategy: remote measurement that members actually use and clinical teams trust. Worth 15 minutes?","Eadaoin — leaving this here. If remote body measurement API integration ever becomes relevant for Medibank's product roadmap, I'm available."
,,HCF Australia,Product Owner,,,"Zakir, HCF Australia digital ecosystem — member health tracking is the engagement layer insurers are competing on. Remote body measurement with visual progress gives members a reason to stay engaged.","Appreciate the connection. I'm from 3DLOOK — we built FitXpress to turn two smartphone photos into verified body measurements and composition data in under a minute.
For a health insurer at HCF Australia's scale, the digital health stack needs three things: member-facing tools that drive engagement, clinical data that's regulator-ready, and integration that doesn't add operational overhead. FitXpress checks all three. Members scan in 45 seconds from their phone and get a 3D model with side-by-side progress visualization — that's the engagement layer. The backend delivers verified measurements with 96-97% accuracy vs manual measurements and an audit trail — that's the compliance layer. The whole thing integrates via API — that's the operational layer.
HIPAA-compliant, GDPR-aligned, TLS encryption, SSE-S3 at rest. Photos deleted post-processing. Zero personal identifiers — body data only.","Zakir — quick thought. FitXpress turns body measurement into an API call: two photos in, 80+ measurements + body composition out. 96-97% accuracy vs manual measurements, HIPAA-compliant, integrates into any digital health stack. For HCF Australia: verified body data as a product feature. 10 minutes?","Zakir — won't keep going. If verified body measurement as a digital health capability comes up at HCF Australia, happy to show how it works."
,,Medibank,"Employee Change and Communications Partner, Amplar Health",,,"Caitlin, at Medibank you're shaping how members engage with their health. The missing tool: remote body measurement that shows real, measurable progress — not just steps and calories.","Appreciate the connection. I'm from 3DLOOK — we built FitXpress to turn two smartphone photos into verified body measurements and composition data in under a minute.
For Medibank, the preventive health opportunity is turning wellness programs from a cost center into a retention engine. Members who actively track their health progress are less likely to switch insurers. The challenge is giving them tracking tools they'll actually use. FitXpress delivers that: two photos, 45 seconds, a detailed 3D model with body composition breakdown. 96-97% accuracy vs manual measurements means the data is trustworthy. The visual progress comparison means members stay engaged month after month. For a health insurer, that's measurable ROI: higher program completion rates, lower churn among wellness participants, and stronger NPS from members who feel their insurer invested in their health.
HIPAA-compliant, GDPR-aligned, TLS encryption, SSE-S3 at rest. Photos deleted post-processing.","Caitlin — quick thought on preventive health engagement. FitXpress transforms body measurement from a clinical task into a member experience: 3D model, side-by-side progress comparison, full body composition. Yazen saw retention skyrocket when they added this. For Medibank: measurable engagement lift for wellness programs. Worth 10 minutes?","Caitlin — final one. If visual body progress as a member retention tool becomes relevant for Medibank's health programs, reach out."
,,Medibank,Head of New Business Delivery,,,"Suman, Medibank — members join health programs with good intentions, then drop off. Remote body scanning with visual progress changes that dynamic.","Thanks for connecting. I'm from 3DLOOK — FitXpress captures 80+ body measurements, body composition, and a 3D body model from two smartphone photos in 45 seconds.
For Medibank, the preventive health opportunity is turning wellness programs from a cost center into a retention engine. Members who actively track their health progress are less likely to switch insurers. The challenge is giving them tracking tools they'll actually use. FitXpress delivers that: two photos, 45 seconds, a detailed 3D model with body composition breakdown. 96-97% accuracy vs manual measurements means the data is trustworthy. The visual progress comparison means members stay engaged month after month. For a health insurer, that's measurable ROI: higher program completion rates, lower churn among wellness participants, and stronger NPS from members who feel their insurer invested in their health.
HIPAA-compliant, GDPR-aligned, TLS encryption, SSE-S3 at rest. Photos deleted post-processing.","Suman — a member engagement thought. The insurers winning on retention are the ones giving members visible proof of their health progress. FitXpress delivers that: two photos, 45 seconds, 3D progress visualization. For Medibank wellness programs: higher completion rates, stronger member loyalty. 10 minutes to see the member experience?","Suman — leaving this here. If verified body progress tracking for Medibank members ever becomes relevant, I'm available."
,,Medibank,Head of Customer channels,,,"Andrew, at Medibank you know retention is the growth lever in health insurance. The members who stay are the ones who feel their health improved because of their insurer. Remote body scanning makes that connection tangible.","Good to connect. Quick context: I'm from 3DLOOK — FitXpress generates 80+ verified body measurements and composition data from two photos, delivered via API.
For Medibank, the member engagement opportunity with remote body measurement is twofold. First, it's a differentiation play — most Australian health insurers don't offer members a clinical-grade body scanning tool. Second, it's a retention play — members who track their health progress through Medibank build a switching cost that a competitor can't easily replicate. FitXpress delivers the experience: two photos from the member's phone, 45 seconds, a detailed 3D model with body composition data and side-by-side progress comparison. 96-97% accuracy vs manual measurements means the data is trustworthy. The 3D visualization means members actually use it. For Medibank: higher NPS, lower churn, and members who attribute their health journey to their insurer.
HIPAA-compliant, GDPR-aligned, TLS encryption, SSE-S3 at rest.","Andrew — a retention perspective. The members who stay are the ones who feel their insurer invested in their health. FitXpress gives Medibank members a body scanning tool they'll use monthly: 3D model, progress visualization, body composition. Yazen's #1 retention feature. For Medibank: measurable retention lift. 15 minutes to see the member experience?","Andrew — last note. If giving Medibank members a body scanning tool that drives retention ever becomes a priority, I'm available."
,,Medibank,Head of Wellbeing Legal,,,"Tara, Medibank — members join health programs with good intentions, then drop off. Remote body scanning with visual progress changes that dynamic.","Thanks for connecting. I'm from 3DLOOK — FitXpress captures 80+ body measurements, body composition, and a 3D body model from two smartphone photos in 45 seconds.
For Medibank, the preventive health opportunity is turning wellness programs from a cost center into a retention engine. Members who actively track their health progress are less likely to switch insurers. The challenge is giving them tracking tools they'll actually use. FitXpress delivers that: two photos, 45 seconds, a detailed 3D model with body composition breakdown. 96-97% accuracy vs manual measurements means the data is trustworthy. The visual progress comparison means members stay engaged month after month. For a health insurer, that's measurable ROI: higher program completion rates, lower churn among wellness participants, and stronger NPS from members who feel their insurer invested in their health.
HIPAA-compliant, GDPR-aligned, TLS encryption, SSE-S3 at rest. Photos deleted post-processing.","Tara — one more. Members who see their body changing are members who stay. FitXpress gives Medibank members a visual health tracking tool they'll use monthly. 96-97% accuracy vs manual measurements, 45 seconds. For preventive health programs: retention through visible results. 15-minute walkthrough?","Tara — leaving this here. If verified body progress tracking for Medibank members ever becomes relevant, I'm available."
,,Bupa Australia,Head of Portfolio Management - HI Growth,,,"Heidi, you're focused on member engagement at Bupa Australia. The metric that matters: do members attribute health progress to their insurer? Visual body tracking makes that attribution real.","Thanks for accepting. I'm from 3DLOOK — FitXpress captures clinical-grade body measurements (80+ metrics + body composition) from two smartphone photos in 45 seconds.
Here's the member engagement insight for Bupa Australia: health insurance is a low-touch product. Most members interact with their insurer only when they're sick or when a bill arrives. FitXpress creates a positive, monthly touchpoint — a 45-second scan that shows members their health progress. The 3D model and body composition breakdown give members something they actually want to see. The progress timeline builds a health story that members associate with Bupa Australia. This isn't gamification — it's clinical-grade body measurement that members use because the output is genuinely interesting and useful. For retention: members who scan monthly are members who renew.
HIPAA-compliant, GDPR-aligned, TLS encryption, SSE-S3 at rest. Photos deleted post-processing. Zero personal identifiers — body data only.","Heidi — one more on member engagement. FitXpress turns body measurement into a monthly member ritual: two photos, 3D progress model, body composition breakdown. 96-97% accuracy vs manual measurements, 45 seconds. For Bupa Australia: NPS and retention through visible health progress. 15-minute walkthrough?","Heidi — final one. If retention through member health tools becomes relevant for Bupa Australia's strategy, reach out anytime."
,,HCF Australia,Program Director - Community Lead,,,"Hakan, digital product at HCF Australia — most health insurers are layering digital services on top of analog measurement. Body data captured remotely closes that last gap.","Thanks for connecting. I'm from 3DLOOK — FitXpress captures 80+ body measurements, body composition, and a 3D body model from two smartphone photos in 45 seconds.
For HCF Australia's digital health stack, the opportunity is closing the loop between virtual care delivery and physical measurement data. Most insurers have invested in telehealth platforms, member apps, and digital claims — but when a member needs body measurement for a health program, the process still involves a clinic visit or a self-reported scale weight. FitXpress changes that: two photos from the member's phone, 45 seconds, verified measurements with 96-97% accuracy vs manual measurements. The API integrates directly into existing member apps and clinical workflows.
HIPAA-compliant, GDPR-aligned, TLS encryption, SSE-S3 at rest. Photos deleted post-processing. Zero personal identifiers — body data only.","Hakan — specifically on the measurement gap. HCF Australia has the digital infrastructure. What's missing is remote body measurement that's accurate enough for clinical use and simple enough for member adoption. FitXpress delivers both: 96-97% accuracy vs manual measurements, 45 seconds. 15-minute demo?","Hakan — final one. If the body measurement gap in HCF Australia's digital health experience becomes a priority, reach out anytime."
,,Medibank,Head of Treasury & Investments,,,"Derek, Medibank wellness strategy — member engagement is the metric that matters. Remote body measurement with progress visualization turns a clinical task into a member experience.","Thanks for accepting. I'm from 3DLOOK — FitXpress captures clinical-grade body measurements (80+ metrics + body composition) from two smartphone photos in 45 seconds.
For Medibank's preventive health programs, the member engagement challenge is real: people sign up, do a few check-ins, then disappear. The problem isn't motivation — it's that progress feels invisible. A scale number changes slowly. A waist measurement tape is awkward. FitXpress changes the feedback loop: members take two photos on their phone every 30 days, and get a 3D body model showing exactly where their body changed — side by side with their previous scan. 96-97% accuracy vs manual measurements, full body composition data. The Yazen case study proves the retention impact: 34,000 scans in 2025, and the side-by-side 3D visualization is their #1 retention feature.
HIPAA-compliant, GDPR-aligned, TLS encryption, SSE-S3 at rest. Photos deleted post-processing. Zero personal identifiers — body data only.","Derek — quick thought on preventive health engagement. FitXpress transforms body measurement from a clinical task into a member experience: 3D model, side-by-side progress comparison, full body composition. Yazen saw retention skyrocket when they added this. For Medibank: measurable engagement lift for wellness programs. Worth 10 minutes?","Derek — last note. If adding visual progress tracking to Medibank's member health programs ever becomes a priority, I'm available."
,,Bupa Australia,Care Manager,,,"Sahilpreet, Bupa Australia member health — the best preventive program is one members stick with. Side-by-side 3D body progress gives them the visual feedback that keeps them engaged.","Thanks for connecting. I'm from 3DLOOK — FitXpress captures 80+ body measurements, body composition, and a 3D body model from two smartphone photos in 45 seconds.
For Bupa Australia's preventive health programs, the member engagement challenge is real: people sign up, do a few check-ins, then disappear. The problem isn't motivation — it's that progress feels invisible. A scale number changes slowly. A waist measurement tape is awkward. FitXpress changes the feedback loop: members take two photos on their phone every 30 days, and get a 3D body model showing exactly where their body changed — side by side with their previous scan. 96-97% accuracy vs manual measurements, full body composition data. The Yazen case study proves the retention impact: 34,000 scans in 2025, and the side-by-side 3D visualization is their #1 retention feature.
HIPAA-compliant, GDPR-aligned, TLS encryption, SSE-S3 at rest. Photos deleted post-processing. Zero personal identifiers — body data only.","Sahilpreet — a member engagement thought. The insurers winning on retention are the ones giving members visible proof of their health progress. FitXpress delivers that: two photos, 45 seconds, 3D progress visualization. For Bupa Australia wellness programs: higher completion rates, stronger member loyalty. 10 minutes to see the member experience?","Sahilpreet — last note. If adding visual progress tracking to Bupa Australia's member health programs ever becomes a priority, I'm available."
,,Medibank,Finance Partner - Amplar & Preventative Health (Secondment),,,"Alvin, Medibank regulatory programs — digital health tools need governance frameworks. Body measurement data captured remotely has to be regulator-ready. That's the standard we built to.","Good to connect. I'm from 3DLOOK — FitXpress delivers audit-ready body measurement data via API, with HIPAA and GDPR-aligned compliance baked into the platform architecture.
For Medibank's compliance framework, remote body measurement introduces specific governance requirements: data provenance (where did the measurement come from?), data integrity (was it altered?), and data privacy (what identifiable information is captured?). FitXpress addresses all three. Provenance: every scan is tied to a specific capture event with timestamp and image hash. Integrity: measurements are generated by a statistical model — they can't be manually edited, only re-scanned. Privacy: the platform processes body data exclusively; no names, emails, or member IDs touch the measurement pipeline. Photos are ephemeral — deleted post-processing. For an insurer at Medibank's scale, this means body measurement data that's defensible under regulatory scrutiny.","Alvin — one more. FitXpress was built for regulated health environments: 96-97% accuracy vs manual measurements, full audit trail, zero personal identifiers, encryption at every stage. UK Meds integrated it for BMI verification in pharmacy dispensing — their compliance team signed off because the audit trail is regulator-ready. For Medibank: the same governance standard. Worth 10 minutes?","Alvin — last note from me. If audit-ready body measurement data for Medibank's digital health programs ever becomes a governance priority, I'm available."
,,Bupa Australia,Senior Manager - Customer Engagement Delivery,,,"Craig, Bupa Australia member strategy — the insurers winning on retention are the ones giving members health tools they use monthly. Remote body scanning with visual progress is that kind of tool.","Good to connect. Quick context: I'm from 3DLOOK — FitXpress generates 80+ verified body measurements and composition data from two photos, delivered via API.
For Bupa Australia's member engagement strategy, the retention math is simple: members who actively use their insurer's health tools are significantly less likely to switch. The challenge is giving them tools they'll actually use — not another generic wellness app. FitXpress fills that gap with something genuinely compelling: a 3D body scan from two photos that shows members exactly how their body is changing over time. Body fat percentage going down, lean mass going up, measurements shifting across 80+ data points — all visualized side by side with their previous scan. Yazen, a European weight loss platform, ran 34,000 scans in 2025. Their patients scan every 30 days, and the side-by-side 3D visualization is their #1 retention feature. For a health insurer, that's the engagement metric that directly impacts lifetime value.","Craig — one more on member engagement. FitXpress turns body measurement into a monthly member ritual: two photos, 3D progress model, body composition breakdown. 96-97% accuracy vs manual measurements, 45 seconds. For Bupa Australia: NPS and retention through visible health progress. 15-minute walkthrough?","Craig — final one. If retention through member health tools becomes relevant for Bupa Australia's strategy, reach out anytime."
,,Medibank Health Solutions,Western Aust Medical Director,,,"Gavin, you lead digital product at Medibank Health Solutions. The disconnect between digital health tools and physical measurement data is a weak point in most insurer stacks. We solve exactly that.","Good to connect. Quick context: I'm from 3DLOOK — FitXpress generates 80+ verified body measurements and composition data from two photos, delivered via API.
For a health insurer at Medibank Health Solutions's scale, the digital health stack needs three things: member-facing tools that drive engagement, clinical data that's regulator-ready, and integration that doesn't add operational overhead. FitXpress checks all three. Members scan in 45 seconds from their phone and get a 3D model with side-by-side progress visualization — that's the engagement layer. The backend delivers verified measurements with 96-97% accuracy vs manual measurements and an audit trail — that's the compliance layer. The whole thing integrates via API — that's the operational layer.
HIPAA-compliant, GDPR-aligned, TLS encryption, SSE-S3 at rest. Photos deleted post-processing. Zero personal identifiers — body data only.","Gavin — quick thought. FitXpress turns body measurement into an API call: two photos in, 80+ measurements + body composition out. 96-97% accuracy vs manual measurements, HIPAA-compliant, integrates into any digital health stack. For Medibank Health Solutions: verified body data as a product feature. 15 minutes?","Gavin — won't keep going. If verified body measurement as a digital health capability comes up at Medibank Health Solutions, happy to show how it works."
,,InstantScripts,Non Executive Director,,,"Paul, product strategy at InstantScripts — members expect digital-first everything. Body measurement is the clinical data point that's still analog. Remote capture solves that.","Thanks for connecting. I'm from 3DLOOK — FitXpress captures 80+ body measurements, body composition, and a 3D body model from two smartphone photos in 45 seconds.
For InstantScripts's product roadmap, remote body measurement fills a specific gap in the digital health experience. Members enrolled in wellness programs, weight management, or post-surgical recovery need regular body measurement data — but current options are either clinic visits (low compliance) or self-report (low accuracy). FitXpress delivers 96-97% accuracy vs manual measurements from two photos, with full body composition including body fat percentage and lean mass. The data flows via API into whatever system InstantScripts uses to track member health outcomes.
HIPAA-compliant, GDPR-aligned, TLS encryption, SSE-S3 at rest. Photos deleted post-processing. Zero personal identifiers — body data only.","Paul — a digital health stack thought. Most platforms have digitized claims, telehealth, and member portals. Body measurement is the piece that's still analog. FitXpress fills that gap: 96-97% accuracy vs manual measurements, 45 seconds, API integration. For InstantScripts: a digital measurement layer that completes the virtual care experience. 10 minutes to walk through the integration?","Paul — won't keep going. If verified body measurement as a digital health capability comes up at InstantScripts, happy to show how it works."
,,Medibank,Head of Overseas Portfolio and Proposition,,,"Gaynor, you're focused on health outcomes at Medibank. The retention problem in wellness programs: members don't see results fast enough. A 3D body scan that shows progress visually solves that.","Thanks for accepting. I'm from 3DLOOK — FitXpress captures clinical-grade body measurements (80+ metrics + body composition) from two smartphone photos in 45 seconds.
For Medibank's preventive health programs, the member engagement challenge is real: people sign up, do a few check-ins, then disappear. The problem isn't motivation — it's that progress feels invisible. A scale number changes slowly. A waist measurement tape is awkward. FitXpress changes the feedback loop: members take two photos on their phone every 30 days, and get a 3D body model showing exactly where their body changed — side by side with their previous scan. 96-97% accuracy vs manual measurements, full body composition data. The Yazen case study proves the retention impact: 34,000 scans in 2025, and the side-by-side 3D visualization is their #1 retention feature.
HIPAA-compliant, GDPR-aligned, TLS encryption, SSE-S3 at rest. Photos deleted post-processing. Zero personal identifiers — body data only.","Gaynor — a member engagement thought. The insurers winning on retention are the ones giving members visible proof of their health progress. FitXpress delivers that: two photos, 45 seconds, 3D progress visualization. For Medibank wellness programs: higher completion rates, stronger member loyalty. 10 minutes to see the member experience?","Gaynor — won't keep going. If member engagement through body progress tracking comes up at Medibank, happy to show the member experience."
,,Medibank,Finance Business Partner - Amplar Health Technology and Change (Projects),,,"Michael, Medibank digital strategy — telehealth and virtual care are growing fast in Australia. But body measurement still defaults to in-person. Remote capture changes the equation.","Thanks for connecting. I'm from 3DLOOK — FitXpress captures 80+ body measurements, body composition, and a 3D body model from two smartphone photos in 45 seconds.
For Medibank's digital health stack, the opportunity is closing the loop between virtual care delivery and physical measurement data. Most insurers have invested in telehealth platforms, member apps, and digital claims — but when a member needs body measurement for a health program, the process still involves a clinic visit or a self-reported scale weight. FitXpress changes that: two photos from the member's phone, 45 seconds, verified measurements with 96-97% accuracy vs manual measurements. The API integrates directly into existing member apps and clinical workflows.
HIPAA-compliant, GDPR-aligned, TLS encryption, SSE-S3 at rest. Photos deleted post-processing. Zero personal identifiers — body data only.","Michael — one more. The insurers winning on digital engagement are the ones closing the gap between virtual tools and physical health data. FitXpress provides verified body measurement via API — 80+ metrics, body composition, 96-97% accuracy vs manual measurements. For Medibank's digital health strategy: remote measurement that members actually use and clinical teams trust. Worth 10 minutes?","Michael — leaving this here. If remote body measurement API integration ever becomes relevant for Medibank's product roadmap, I'm available."
,,qoctor,Chief Operations Officer,,,"Weng, qoctor digital ecosystem — member health tracking is the engagement layer platforms are competing on. Remote body measurement with visual progress gives members a reason to stay engaged.","Appreciate the connection. I'm from 3DLOOK — we built FitXpress to turn two smartphone photos into verified body measurements and composition data in under a minute.
For a digital health company at qoctor's scale, the digital health stack needs three things: member-facing tools that drive engagement, clinical data that's regulator-ready, and integration that doesn't add operational overhead. FitXpress checks all three. Members scan in 45 seconds from their phone and get a 3D model with side-by-side progress visualization — that's the engagement layer. The backend delivers verified measurements with 96-97% accuracy vs manual measurements and an audit trail — that's the compliance layer. The whole thing integrates via API — that's the operational layer.
HIPAA-compliant, GDPR-aligned, TLS encryption, SSE-S3 at rest. Photos deleted post-processing. Zero personal identifiers — body data only.","Weng — quick thought. FitXpress turns body measurement into an API call: two photos in, 80+ measurements + body composition out. 96-97% accuracy vs manual measurements, HIPAA-compliant, integrates into any digital health stack. For qoctor: verified body data as a product feature. 15 minutes?","Weng — won't keep going. If verified body measurement as a digital health capability comes up at qoctor, happy to show how it works."
,,Medibank,Head of Connected Health Portfolio,,,"Yasmeen, health programs at Medibank — preventive care lives or dies on member engagement. Verified body progress tracking gives members a reason to stay in the program.","Thanks for accepting. I'm from 3DLOOK — FitXpress captures clinical-grade body measurements (80+ metrics + body composition) from two smartphone photos in 45 seconds.
For Medibank's preventive health programs, the member engagement challenge is real: people sign up, do a few check-ins, then disappear. The problem isn't motivation — it's that progress feels invisible. A scale number changes slowly. A waist measurement tape is awkward. FitXpress changes the feedback loop: members take two photos on their phone every 30 days, and get a 3D body model showing exactly where their body changed — side by side with their previous scan. 96-97% accuracy vs manual measurements, full body composition data. The Yazen case study proves the retention impact: 34,000 scans in 2025, and the side-by-side 3D visualization is their #1 retention feature.
HIPAA-compliant, GDPR-aligned, TLS encryption, SSE-S3 at rest. Photos deleted post-processing. Zero personal identifiers — body data only.","Yasmeen — a member engagement thought. The insurers winning on retention are the ones giving members visible proof of their health progress. FitXpress delivers that: two photos, 45 seconds, 3D progress visualization. For Medibank wellness programs: higher completion rates, stronger member loyalty. 15 minutes to see the member experience?","Yasmeen — last note. If adding visual progress tracking to Medibank's member health programs ever becomes a priority, I'm available."
