#,Segment,Company name,Audit status,HQ country,Market,Segment,Why wrist = must,Pain Score,Funding / revenue,Funding score,Website,E-com type,Last media mention = title + source link with anchor,Coverage score,Priority score,Notes / flags
277.0,Medical wearables,Corsano Health,Needs verification,Netherlands,Global market,Medical Watch (CardioWatch 287 multi-sensor),One-size-fits-most adjustable band. Optical sensors require snug consistent skin contact for accurate readings.,1.0,Private. No public VC rounds found. Revenue not disclosed. EU MDR + FDA cleared. Needs verification. Source: https://corsano.com/,1.0,https://corsano.com,B2B platform,"Medtronic expands its Acute Care & Monitoring wearables portfolio in the U.S. with a new distribution agreement for the Corsano multi-parameter wearable — Medtronic News — June 4, 2026 — https://news.medtronic.com/Medtronic-expands-its-Acute-Care-Monitoring-wearables-portfolio-in-the-U-S-with-a-new-distribution-agreement-for-the-Corsano-TM-multi-parameter-wearable",1.0,3.0,FILTER EDGE CASE: Needs verification: no public funding data. EU MDR + FDA cleared but unclear if Series B+. Flag as 'Needs verification'.
278.0,Sports & outdoor wearables,AGM Mobile,Needs verification,China (Shenzhen),Global / US-EU online or retail presence indicated,Sports & outdoor — Tactical / rugged outdoor,"Wrist-based HR, SpO2, GPS and activity sensors require secure skin contact; poor fit can create signal gaps and inaccurate sports or health data.",1.0,"NOT FOUND
 https://www.crunchbase.com/organization/agm-mobile",1.0,https://www.agmmobile.com/,"DTC + Marketplace (AliExpress, Amazon)","AGM G3 rugged phone with camping light — product listing on agmmobile.com, ongoing — https://www.agmmobile.com/",1.0,3.0,"Original status: Seed-list exception.
 Funding/revenue data is missing or weak; not a hard exclusion under revised rule."
279.0,Smart jewelry & tech accessories,TCL,Needs verification,China (Shenzhen / Huizhou),Global / online marketplace,Smart jewelry & tech accessories — Kids safety smartwatch,"Wearables are a minor accessory line. Core business is TVs (global #2), smartphones, and appliances. Moveband/Movetime are niche legacy products.",1.0,"HKD 99.3B (~$12.7B, TCL Electronics 2024); TCL Technology $22.9B (2024)
 https://en.cheaa.org/contents/468/12508.html",3.0,https://www.tcl.com,"Retail, Marketplace","TCL Moveband BT Smartband Review — TechRadar / Digital Trends, 2025-2026",2.0,6.0,"Original status: Qualified. Audit flag: verify active US/EU sales, current product availability, or source strength before moving to Qualified. Consumer electronics conglomerate. TVs are primary. Wearables are legacy products with minimal updates. Joint venture with Sony announced 2026."
280.0,Smart jewelry & tech accessories,Maxcom,Needs verification,Poland,EU/Poland; wrist category is peripheral,Smart jewelry & tech accessories — Kids & adult smart wrist,"Smartwatches (FW series) are one of many consumer electronics product lines including phones, smartphones, GPS, and health devices. Wrist is peripheral to broader electronics portfolio. Senior-focused phones are a specialty.",1.0,https://www.marketscreener.com/quote/stock/MAXCOM-S-A-36718459/news/Maxcom-S-A-Reports-Earnings-Results-for-the-Full-Year-Ended-December-31-2024-49911712/,2.0,https://maxcom.pl,B2C,"Maxcom S.A. Reports Earnings Results for the Full Year Ended December 31, 2024 — MarketScreener, April 28, 2025",2.0,5.0,"Scores recalculated from original priority 5: pain 1->1, funding 3->2, coverage 1->2. Audit flag: verify active US/EU sales, current product availability, or source strength before moving to Qualified. Polish public company (WSE: MXC), 25 years in consumer electronics. Revenue declined from PLN 139.4M (2023) to PLN 112.5M (2024). Smartwatches are a growing category but not the core. 101-500 employees. Deloitte Best Managed Company Poland award."
281.0,Smart jewelry & tech accessories,Athenaguard,Needs verification,"UK (Glasgow, Scotland)",EU / UK / EEA,Smart jewelry & tech accessories — Safety bracelet,"Athenaguard offers discreet wearable protection — product form factor not clearly confirmed as wrist-worn; could be bracelet, pendant, or clip-on device; needs verification",1.0,"NOT FOUND (private, micro-company)",1.0,https://www.athenaguard.co.uk,DTC,"Athenaguard - Wearable Personal Safety Solutions (company website, active 2025-2026)",1.0,3.0,"Audit flag: verify active US/EU sales, current product availability, or source strength before moving to Qualified. UK-registered company (SC871760, incorporated in Scotland). Women personal safety technology brand. Very limited public information. Active website but no detailed product specifications found. Sector: manufacture of electronic measuring/testing equipment."
282.0,Medical wearables,Medline Industries,Fail,United States,"Wrist blood pressure monitors, medical-surgical supplies, healthcare products",Medical supplies distribution + manufacturing (BP monitors as small fraction),Supplies universal BP cuffs in multiple sizes for clinical use. No consumer-grade wrist wearable.,1.0,Private (PE-backed: Blackstone/Carlyle/Hellman & Friedman acquired majority in 2021 at $34B valuation). Annual revenue $21B+. Largest private medical supplies manufacturer/distributor in US.,3.0,https://www.medline.com,B2B,[Medline Industries buys Namic business from AngioDynamics for $167.5M](https://www.medicaldesignandoutsourcing.com/medline-industries-buys-namic-business-from-angiodynamics/) — Medical Design & Outsourcing — 2025,2.0,6.0,"FILTER PASS: Private company, PE-backed (not public, not Series B+). Massive scale: $21B+ revenue, $34B valuation, 56 years of consecutive sales growth. Wrist BP is a tiny fraction of business (commodity product). The LBO by Blackstone/Carlyle/H&F in 2021 was one of the largest ever. Extensive global presence. Main interest would be as a distribution channel partner, not as a BP innovation company."
283.0,Medical wearables,Pic Solution / Artsana Group,Fail,Italy,Global (Chicco brand in 120+ countries; Pic Solution primarily EU + international),"Wrist BP + home medical devices (glucometers, nebulizers, thermometers)",Connected health devices use traditional cuff-based BP monitors paired with a mobile app. No wrist-worn continuous monitoring solution.,1.0,"PRIVATE Italian group, founded 1946. Revenue: €1.3B (2023, per Wikipedia). Investindustrial acquired 60% stake in 2016. Estimated $1B-$5B annual revenue range (SignalHire). 2,814 employees (2023). NOT publicly traded and no Series B+ (mature family-founded conglomerate). Healthcare division (Pic Solution) is ~13% of group revenue = ~€170M.",3.0,https://www.picsolution.com / https://www.artsana.com,B2B,Theras Group acquisisce Pic Solution da MTD Group — Il Giornale d'Italia — https://www.ilgiornaleditalia.it/news/mondo-imprese/757633/theras-group-acquista-pic-solution-con-l-operazione-il-fatturato-passa-da-131-nel-2024-a-oltre-250-mln-target-300-mln-nel-medio-periodo.html,1.0,5.0,"FILTER EDGE CASE: Private group with €1.3B revenue but not Series B+ (mature, PE-backed). Investindustrial owns 60% since 2016. Healthcare division (Pic Solution) is ~13% of group, still ~€170M. Massive distribution network via Chicco and Prenatal. Wrist BP is a small but necessary SKU in a huge portfolio. Low media visibility for medical devices specifically. Artsana Group sustainability report shows headcount reduction of 15% in 2023 (reorganization)."
284.0,Medical wearables,Beurer,Fail,Germany,Global market,Wrist BP Monitor (consumer health),Adjustable soft cuffs for episodic wrist BP measurement. Position indicators help. No continuous monitoring.,1.0,Private. Revenue ~€230M (2016). 800+ employees. 100+ year old company. Source: https://en.wikipedia.org/wiki/Beurer,2.0,https://www.beurer.com,D2C,Beurer blood pressure monitors gain US validation — Medical Device Network / Yahoo Finance — https://finance.yahoo.com/news/beurer-blood-pressure-monitors-gain-083232443.html,1.0,4.0,"FILTER EDGE CASE: Passed. Large private, €230M+ revenue. Global retail presence. No VC funding needed (family-owned, 100+ yrs). Strong but low media profile."
285.0,Medical wearables,Medisana,Fail,Germany,"Global (Europe primary, Americas, Asia via Amazon/Walmart)","Wrist BP monitors, connected health, wellness devices",Traditional cuff-based BP monitors connected via VitaDock+ app. No dedicated wrist-worn continuous wearable.,1.0,"~$22M revenue (RocketReach estimate, ~108 employees); private GmbH, no recent funding rounds. Taken private in 2016.",2.0,https://www.medisana.com,D2C,Medisana — Health & Wellness product catalog 2026 — Medisana.com — https://www.medisana.com/en/,1.0,4.0,"FILTER VERIFIED: Private (post-public, mature). Global sales confirmed (Amazon DE/US, Walmart). Not on exclusion list. Low media visibility but established European home-health brand. Wrist BP is primary category."
286.0,Medical wearables,HoMedics (FKA Brands subsidiary),Fail,United States,"Global (US primary, UK, Europe via Amazon/Walmart/Target)","Wrist BP monitors, massage devices, wellness products, home health",Adjustable cuffs for wrist and upper-arm BP monitors. Episodic measurement only.,1.0,"Private (FKA Brands). Estimated $100-500M revenue across all brands. HoMedics is the flagship brand. No public funding data. Mature private company, no VC rounds.",2.0,https://www.homedics.com,D2C,HoMedics — The Well blog — Sep 2025 — Homedics.com — https://www.homedics.com/blogs/the-well,1.0,4.0,"FILTER EDGE CASE: Verified. Private (mature, >$100M revenue). Global sales confirmed. Budget price positioning ($29.99 wrist BP). Strong US retail distribution (Walmart, Target)."
287.0,Medical wearables,Terraillon,Fail,France,France + EU (French brand with international distribution),"Wrist BP + connected health devices (scales, sleep sensors, thermometers)","Wrist BP monitor (Tensio Poignet) with MyHealth connected app. Episodic measurement, not continuous monitoring.",1.0,"PRIVATE French company, founded 1908. Acquired by Fook Tin Technologies (Hong Kong private) in 2002. Revenue: ~$16.4M (RocketReach), 39 employees. Capital social: €3.2M. NO evidence of Series B+ funding. Company is a legacy consumer brand, not VC-backed.",2.0,https://www.terraillon.com,D2C,Terraillon becomes official partner of Cross Le Figaro — Terraillon Press — Nov 2025 — https://www.terraillon.com/en/blogs/presse,2.0,5.0,FILTER PASS: Private company with no Series B+ funding. Small revenue ($16.4M). Legacy French consumer brand (116 years old) owned by Hong Kong private group. Connected health positioning is interesting but company is too small. Tensio Poignet wrist BP with MyHealth app is their connected play. Cross Le Figaro partnership shows brand activation.
288.0,Medical wearables,Kinetik Wellbeing,Fail,United Kingdom,"UK + international (New Zealand via St John Ambulance partnership, select EU markets)","Wrist BP monitors + home health devices (thermometers, oximeters, blood glucose)",Universal wrist cuff (13.5–21.5 cm) — one-size-fits-most design for traditional BP measurement.,1.0,"PRIVATE UK company, founded 2006. 11-50 employees (LinkedIn). NO evidence of Series A/B/C funding on Crunchbase, CB Insights, or other platforms. Revenue not publicly disclosed; estimated <£10M based on company size. NHS supplier and Boots/Argos retail presence suggests moderate revenue but well below $100M threshold.",1.0,https://kinetikwellbeing.com,Both (D2C + B2B),Self-help health market hits one million product sales for Kinetik Wellbeing — EMR Industry — https://www.emrindustry.com/self-help-health-market-hits-one-million-product-sales-for-kinetik-wellbeing/,2.0,4.0,FILTER PASS: Private company with no evidence of Series B+ funding. Small UK company (11-50 employees). NHS partnership and 'Which? Best Buy' award give some trade media credibility. Wrist-cuff all-in-one design is innovative but company is too small for B2B enterprise consideration. Include for completeness.
289.0,Medical wearables,CA-MI,Fail,Italy,"Wrist BP monitors + electromedical equipment (nebulizers, aspirators, pulse oximeters) for home-care",Wrist Blood Pressure Monitor,Wrist BP monitors with universal cuff — one-size-fits-most design.,1.0,Acquired by Protect Medical Holding (Borromin PE-backed) in September 2025. Pre-acquisition revenue undisclosed; estimated small-to-mid Italian manufacturer. Founded 1984.,1.0,https://www.ca-mi.eu,B2B,No major English media mention in last 6 months; company news at https://www.ca-mi.eu/news/,2.0,4.0,"FILTER PASS: Acquired by PE-backed Protect Medical (Borromin funds) — not public, not independently Series B+. Niche Italian manufacturer. Global sales unconfirmed."
290.0,Medical wearables,B.Well Swiss,Fail,Switzerland,"Wrist BP monitors + home health devices (nebulizers, thermometers, personal care)",Wrist Blood Pressure Monitor,Anatomic/universal cuff — one-size-fits-most design for traditional BP measurement.,1.0,Est. ~$202K annual revenue; ~18 employees. Swiss AG (stock corporation) with CHF 100K capital. Extremely small. No VC funding.,1.0,https://www.bwell-swiss.ch,B2B,B.Well Swiss auf der MEDICA 2025 — B.Well Swiss News — https://bwell-swiss.de/news/b-well-swiss-auf-der-medica-2025/,2.0,4.0,"FILTER PASS: Swiss private company, not public, no Series B+. Micro-cap (~$202K revenue, 18 employees). Niche Swiss market only. No global sales."
291.0,Medical wearables,Medel International,Fail,Italy,"Wrist BP monitors + respiratory/nebulizer devices, thermometers, baby scales",Wrist Blood Pressure Monitor,Universal cuff (22–42 cm) included — one-size-fits-most design.,1.0,"Est. ~$24.4M annual revenue; ~70 employees. Subsidiary of Beurer GmbH (private German health/wellness company, founded 1919) since 2016. Beurer revenue ~€300M+ (2023).",2.0,https://www.medelinternational.com,B2B,Medel International at Arab Health 2026 — Inter-Fair — https://inter-fair.com/Announcement/Announcement?strPath=MEDELINTERNATIONAL,1.0,4.0,"FILTER PASS: Wholly-owned subsidiary of Beurer GmbH (private German family-owned company). Not public, not independently Series B+. Italian distribution focus."
292.0,Medical wearables,Viatom / Wellue,Fail,China,"Wrist health monitoring, BP, ECG, SpO₂",Consumer medical wearables,BP Watch wrist-worn cuff with one-size-fits-most adjustable strap. O2Ring finger pulse oximeter with sizing kit for finger fit.,1.0,"No VC funding raised (bootstrapped/self-funded per Tracxn). Revenue undisclosed, early-stage consumer sales via Amazon and DTC.",1.0,https://getwellue.com,D2C,"FDA approves Viatom smart ring pulse oximeter (O2Ring) — AASM — June 6, 2025 — https://aasm.org/apnimed-announces-positive-results-in-clinical-trial-of-sleep-apnea-medication-2-2/",1.0,3.0,FILTER EDGE CASE: Private company with no VC funding (not Series B+). Two brands: Viatom (B2B/OEM) and Wellue (DTC). Founded 2013 in Shenzhen. FDA-cleared Checkme Pro and O2Ring. No institutional funding found. Revenue likely sub-$10M.
293.0,Medical wearables,ChoiceMMed (Beijing Choice Electronic Technology),Fail,China,"Wrist blood pressure monitors, pulse oximeters, homecare medical devices",Consumer home healthcare devices,Medical-grade devices with standard universal cuffs for patient monitoring.,1.0,"Private, Series A. $16M total funding raised (per Tracxn). Founded 1993. Revenue undisclosed but likely $10-30M based on funding stage and market presence.",1.0,https://www.choicemmed.com,B2B,"ChoiceMMed Showcases Innovative Solutions at Hospitalar 2026 in São Paulo — ChoiceMMed News — May 22, 2026 — http://www.choicemmed.com/news/dynamic_new",1.0,3.0,FILTER PASS: Private company at Series A stage (not Series B+). Founded 1993 in Beijing. Strong in pulse oximetry but not wrist BP focus. Global sales via distributors.
294.0,Medical wearables,Scala Electronic GmbH,Fail,Germany,"Wrist BP monitors + thermometers, home diagnostic devices",Wrist Blood Pressure Monitor,BP monitors with universal wrist/arm cuffs — one-size-fits-most design.,1.0,Revenue undisclosed. Small private German GmbH headquartered in Stahnsdorf. No VC funding. Estimated <$5M revenue based on company profile.,1.0,https://www.scala-electronic.de,B2B,No major media mention in last 6 months; company active via website at https://scala-electronic.de/,1.0,3.0,"FILTER PASS: Private German GmbH, not public, no Series B+. Small niche manufacturer focused on German-speaking markets. No global scale."
295.0,Medical wearables,Diagnosis S.A. (listed as 'Diagnostic S.A.'),Fail,Poland,"Wrist BP monitors + medical devices, diagnostic tests, dietary supplements",Wrist Blood Pressure Monitor,BP monitors with universal cuffs — standard sizing.,1.0,"Net sales decreased 5.75% in 2024. Total assets growth 1.13%. Share capital: 603,000 PLN (~$150K). Small private Polish joint-stock company (SA). ~11-50 employees. Revenue estimated <$5M.",1.0,https://www.diagnosis.pl,B2B,Good investor instead of a credit — Diagnosis S.A. receives Podlaski Equity Investment Fund investment — Diagnosis Media — https://diagnosis.pl/en/media/good-investor-instead-of-a-credit,1.0,3.0,FILTER PASS: Private Polish SA (joint-stock but not publicly listed). Not Series B+. Declining sales (~$3.5M). Domestic Polish market only. No global presence.
296.0,Corporate wellness & Remote Patient Monitoring,CarePredict,Fail,"USA (Fort Lauderdale / Plantation, FL)","North America (senior living communities, home care agencies)",AI-powered wrist wearable for seniors (Tempo),Tempo wrist wearable tracks daily activity patterns and behaviors for AI-based predictive health alerts; placement on wrist is critical for activity recognition algorithms — alternative body placement would break behavioral pattern detection and predictive accuracy.,1.0,"$42.14M total raised across 8 rounds. Series A-3 ($29M, Jul 2023) co-led by SV Health Investors and Aspire Healthtech Partners. Est. annual revenue ~$6.9M.",1.0,https://www.carepredict.com,B2B,CarePredict Launches Tempo Series 3 with Two-Way Voice Technology — carepredict.com — 2025 — https://www.carepredict.com/news/carepredict-launches-tempo-series-3,2.0,4.0,FILTER EDGE CASE: Total funding $42M exceeds $20M threshold but company is Series A (not Series B+). Tempo Series 3 wrist wearable for senior living with two-way voice. Active commercial deployment in senior living communities. Niche market focus. Revenue still modest (~$6.9M).
297.0,Sports & outdoor wearables,realme,Fail,China,Global / US-EU online or retail presence indicated,Sports & outdoor — Budget sport smartwatch,Consumer smartwatch; loose fit acceptable. No specific sensor accuracy requirements tied to tight wrist placement in official materials. General wellness device.,1.0,"BBK Electronics: ~$50B+ (estimated aggregate across Oppo, vivo, realme, OnePlus, iQOO)
 https://electroiq.com/stats/realme-statistics/",3.0,https://www.realme.com,"DTC (website) + Marketplace (Flipkart, Amazon) + Retail","Realme Watch 5: New smartwatch with GPS and NFC features leaks — Notebookcheck, September 2, 2025 — https://www.notebookcheck.net/Realme-Watch-5-New-smartwatch-with-GPS-and-NFC-features-leaks.1102695.0.html",3.0,7.0,"Original status: Seed-list exception.
 Wrist measurement is not must-have enough under the pain rule."
298.0,Sports & outdoor wearables,Timex Ironman,Fail,United States / Netherlands,Global / US-EU online or retail presence indicated,Sports & outdoor — Legacy sports watch with HR,"Traditional digital sports watch without optical sensors. Fit is about comfort/preference, not measurement accuracy. No sensor-skin contact requirements.",1.0,"$814M-$1.4B (Timex Group estimated)
 https://www.zippia.com/timex-group-usa-careers-41836/revenue/",3.0,https://timex.com/collections/ironman-watches,DTC (timex.com) + Retail + Marketplace (Amazon),"Timex Just Made a Legendarily Tough Watch Even Tougher (Ironman 8-Lap Metal) — Gear Patrol, January 13, 2025 — https://www.gearpatrol.com/watches/timex-ironman-8-lap-metal/",3.0,7.0,"Original status: Seed-list exception.
 Wrist measurement is not must-have enough under the pain rule."
299.0,Sports & outdoor wearables,Wahoo Fitness,Fail,"USA (Atlanta, GA)",Global / US-EU online or retail presence indicated,Sports & outdoor — Cycling / triathlon,"Core business is cycling hardware (indoor trainers, bike computers, sensors); ELEMNT RIVAL multisport watch exists but is a minor product; primary products are not wrist-dependent for sensor accuracy",1.0,"1.4M-2.2M estimated (private)
 https://www.zippia.com/wahoo-fitness-careers-67446/revenue/",2.0,https://www.wahoofitness.com,"DTC, Retail","Wahoo TRACKR RADAR Hands-On: All The Details — DC Rainmaker, Apr 11, 2025
 https://www.dcrainmaker.com/2025/04/wahoo-trackr-radar-cycling-details.html",2.0,5.0,"Primarily cycling technology company. Key products: KICKR indoor trainers, ELEMNT bike computers, TRACKR radar. ELEMNT RIVAL watch for triathlon is minor segment. DC Rainmaker is primary media channel. Acquired Rewire Fitness in July 2025.
 Original status: Seed-list exception.
 Wrist measurement is not must-have enough under the pain rule."
300.0,Corporate wellness & Remote Patient Monitoring,Betterfly,Fail,Chile,International / US-EU presence needs verification,Corporate wellness & RPM — Insurtech wellbeing,Betterfly is an insurtech/corporate wellness benefits platform that rewards employees' healthy habits with insurance benefits and charitable donations. No evidence of deploying wrist-worn devices. Platform integrates with fitness apps but does not provide hardware.,1.0,"Independent (private, unicorn) ($72M ARR (2024))
 $72M ARR (2024)
 https://getlatka.com/companies/betterfly.com",3.0,https://betterfly.com,B2B,"Betterfly acquires Mexico's Minu in a $100M deal — LatamList, June 15, 2026 — https://latamlist.com/betterfly-acquires-mexicos-minu-in-a-100m-deal/",2.0,6.0,"funding: $202.5M raised (Series C, $1B valuation unicorn) Pain score is low and wrist sizing is not shown as must-have. Coverage score adjusted 3→2 under revised Tier 1 rules. Original status: Needs verification."
301.0,Corporate wellness & Remote Patient Monitoring,ICON plc,Fail,Ireland,Global / US-EU B2B presence indicated,Corporate wellness & RPM — Other,Major global CRO. Early investment in mobile health through PRA acquisition. Supports wearables in trials but no proprietary wrist device as core product.,1.0,"Public (NASDAQ: ICLR) ($8.28B (ICON, FY2024))
 $8.28B (ICON, FY2024)
 https://investor.iconplc.com/news-releases/news-release-details/icon-reports-fourth-quarter-and-full-year-2024-results",3.0,https://www.iconplc.com/,B2B,"The Clinical Crisis: A Deep-Dive Into ICON plc Amidst a Transformational Storm — FinancialContent, February 12, 2026 — https://markets.financialcontent.com/wral/article/finterra-2026-2-12-the-clinical-crisis-a-deep-dive-into-icon-plc-iclr-amidst-a-transformational-storm",2.0,6.0,wrist_device_core=False No proprietary or must-have wrist device; wrist measurement appears indirect or non-core. Coverage score adjusted 3→2 under revised Tier 1 rules. Original status: Seed-list exception.
302.0,Corporate wellness & Remote Patient Monitoring,IQVIA,Fail,United States,US/EU active or B2B platform indicated,Corporate wellness & RPM — CRO / trial-tech,Large CRO with RPM and digital health capabilities. AI-driven RPM white paper covers wearable devices. Integrates third-party devices but no proprietary wrist device as core product.,1.0,"Public (NYSE: IQV) ($15.4B (IQVIA, FY2024))
 $15.4B (IQVIA, FY2024)
 https://www.iqvia.com/newsroom/2025/02/iqvia-reports-fourth-quarter-and-full-year-2024-results",3.0,https://www.iqvia.com/,B2B,"Innovating the Digital Care Model — IQVIA Blog, March 6, 2026 — https://www.iqvia.com/blogs/2026/03/innovating-the-digital-care-model",2.0,6.0,wrist_device_core=False No proprietary or must-have wrist device; wrist measurement appears indirect or non-core. Coverage score adjusted 3→2 under revised Tier 1 rules. Original status: Seed-list exception.
303.0,Corporate wellness & Remote Patient Monitoring,Parexel,Fail,United States,Global / US-EU B2B presence indicated,Corporate wellness & RPM — CRO DCT wearables,Top-10 global CRO. Full-service clinical development. No proprietary wrist device; platform-agnostic approach to wearables in trials.,1.0,"EQT Private Equity / Goldman Sachs Asset Management ($3.78B (Parexel, FY2024 est.))
 $3.78B (Parexel, FY2024 est.)
 https://rocketreach.co/parexel-profile_b5c608b1f42e0c53",3.0,https://www.parexel.com/,B2B,"Parexel Launches ParexelAI Suite of Human-Led AI Services for Clinical Development — HIT Consultant, May 18, 2026 — https://hitconsultant.net/2026/05/18/parexel-launches-parexelai-clinical-development-suite/",2.0,6.0,wrist_device_core=False No proprietary or must-have wrist device; wrist measurement appears indirect or non-core. Coverage score adjusted 3→2 under revised Tier 1 rules. Original status: Seed-list exception.
304.0,Corporate wellness & Remote Patient Monitoring,Science 37,Fail,United States,Global / US-EU B2B presence indicated,Corporate wellness & RPM — Direct-to-patient trials,Decentralized clinical trials (DCT) platform company. Does not manufacture or deploy its own wrist devices — provides the technology platform to run remote/virtual trials. No proprietary hardware.,1.0,"eMed (acquired 2024) (NOT FOUND (eMed is private))
 NOT FOUND (eMed is private)
 https://companiesmarketcap.com/science-37/revenue/",3.0,https://www.science37.com,B2B,"Science 37 Agrees to Be Acquired by eMed in Deal Valued at $38M — FierceBiotech, January 29, 2024",2.0,6.0,Acquired by eMed for $38M (down from $1B SPAC valuation in 2021). Laid off 23% staff before acquisition. DCT platform only — no wrist devices. Cautionary tale of post-SPAC decline. No proprietary or must-have wrist device; wrist measurement appears indirect or non-core. Coverage score adjusted 3→2 under revised Tier 1 rules. Original status: Seed-list exception.
305.0,Corporate wellness & Remote Patient Monitoring,CoachCare,Fail,United States,US/EU active or B2B platform indicated,Corporate wellness & RPM — RPM/RTM platform,"Devices include cellular BP cuffs, smart scales, pulse oximeters, glucose meters, spirometers. No wrist-worn device identified.",1.0,"Independent (private, Series C) ($7.9M ARR (2025 est.))
 $7.9M ARR (2025 est.)
 https://getlatka.com/companies/coachcare.com",2.0,https://www.coachcare.com,B2B,"CoachCare Acquires MD Revolution, Creating the Nation's Leading Remote Care Platform — CoachCare Press, June 23, 2025 — https://www.coachcare.com/press/",2.0,5.0,funding: $60.2M raised Pain score is low and wrist sizing is not shown as must-have. Original status: Needs verification.
306.0,Corporate wellness & Remote Patient Monitoring,Koneksa Health,Fail,United States,Global / US-EU B2B presence indicated,Corporate wellness & RPM — Digital biomarker wearable,"Digital biomarker platform company — uses third-party wearables (Verily smartwatch, ActiGraph, etc.) for clinical trial data collection. Does not manufacture or deploy proprietary wrist hardware. Platform/analytics play.",1.0,"None (independent)
 https://compworth.com/company/koneksa-health",2.0,https://www.koneksahealth.com,B2B,"Koneksa to Study if AI Smartwatch Data Can Predict Parkinson's Progression Using Verily's Clinical Smartwatch — FierceBiotech, 2025",2.0,5.0,"$70.6M total funding. Strong pharma partnerships (Novartis, Merck, Takeda). Parkinson's digital biomarker focus. Uses others' wrist devices — not a device company. Growing revenue and strong funding. No proprietary or must-have wrist device; wrist measurement appears indirect or non-core. Coverage score adjusted 3→2 under revised Tier 1 rules. Original status: Seed-list exception."
307.0,Corporate wellness & Remote Patient Monitoring,Medable,Fail,United States,Global / US-EU B2B presence indicated,Corporate wellness & RPM — Decentralized trials,"Clinical trials software platform (eCOA, DCT). Partners with Withings for device data integration but does not manufacture wrist wearables. Pure software/SaaS company in clinical development.",1.0,"None (independent)
 https://getlatka.com/companies/medable-1",3.0,https://www.medable.com,B2B,"Medable Launches The Industry's First Agentic AI Platform and CRA Agent — BusinessWire, September 3, 2025",1.0,5.0,"$506.6M total funding, $2.1B valuation. 80% revenue growth in 2024. Major DCT platform but not a device company. Agentic AI platform launched 2025. Strong company but no proprietary wrist hardware. No proprietary or must-have wrist device; wrist measurement appears indirect or non-core. Coverage score adjusted 3→1 under revised Tier 1 rules. Original status: Seed-list exception."
308.0,Corporate wellness & Remote Patient Monitoring,Medidata,Fail,United States,Global / US-EU B2B presence indicated,Corporate wellness & RPM — Sensor platform trials,"Medidata is the world's leading clinical trials software platform (EDC, Rave, eCOA). Pure SaaS — does not manufacture or deploy wrist-worn devices. Partners with device companies for data integration but no proprietary hardware.",1.0,"Dassault Systèmes (France, public: DSY.PA) (€6.21B / ~$6.75B (Dassault FY2024))
 €6.21B / ~$6.75B (Dassault FY2024)
 https://uk.investing.com/news/stock-market-news/dassault-systemes-reports-strong-q4-driven-by-software-growth-and-3dexperience-3904906",3.0,https://www.medidata.com,B2B,"Medidata Launches Clinical Data Studio, Leveraging AI to Modernize Data Experience in Clinical Trials — Dassault Systèmes Press Release, June 18, 2024",1.0,5.0,Dassault subsidiary (acquired 2019 for $5.8B). Life Sciences segment ~€1.2B revenue. Industry-standard clinical trial software. No wrist hardware. Massive scale but not a device company. No proprietary or must-have wrist device; wrist measurement appears indirect or non-core. Coverage score adjusted 3→1 under revised Tier 1 rules. Original status: Seed-list exception.
309.0,Corporate wellness & Remote Patient Monitoring,MedRPM,Fail,United States,US/EU active or B2B platform indicated,Corporate wellness & RPM — RPM platform with wearables,"MedRPM is a software platform for remote patient monitoring — it aggregates data from various third-party devices (BP cuffs, scales, glucometers). Does not manufacture or deploy its own wrist-worn hardware.",1.0,"VOSPV LLC
 NOT FOUND",3.0,https://medrpm.com,B2B,NOT FOUND (minimal media presence),1.0,5.0,HIPAA-compliant RPM software platform. No proprietary devices. Works with existing RPM hardware. Not a wrist-device company — platform aggregator model. Very limited public information. No proprietary or must-have wrist device; wrist measurement appears indirect or non-core. Funding score adjusted 1→3. Original status: Seed-list exception.
310.0,Corporate wellness & Remote Patient Monitoring,Prevounce Health,Fail,United States,US/EU active or B2B platform indicated,Corporate wellness & RPM — Remote care+cellular,"Prevounce provides cellular-connected patient devices for RPM including BP monitors, pulse oximeters, glucose meters, and scales. No wrist-worn device identified.",1.0,"Independent (private) ($12.1M ARR (2024 est.))
 $12.1M ARR (2024 est.)
 https://getlatka.com/companies/prevounce-health",2.0,https://www.prevounce.com,B2B,"2026 Remote Patient Monitoring CPT Codes: What's New and What to Know — Prevounce Blog, November 6, 2025 — https://blog.prevounce.com/",2.0,5.0,funding: $4.5M–$7M raised Pain score is low and wrist sizing is not shown as must-have. Funding score adjusted 1→2. Original status: Needs verification.
311.0,Corporate wellness & Remote Patient Monitoring,AMC Health,Fail,United States,US/EU active or B2B platform indicated,Corporate wellness & RPM — Home monitoring kits,"AMC Health provides end-to-end virtual care with real-time physiometric data, predictive AI, and clinical intervention. Device suite includes BP monitors, scales, pulse oximeters, glucose meters. No wrist-worn device identified.",1.0,"Independent (private, founded 2002)
 NOT FOUND",1.0,https://www.amchealth.com,B2B,"AMC Health - Remote Patient Monitoring Companies — Curatrix Partner Profile, January 30, 2026 — https://www.curatrix.co/partners/amc-health",2.0,4.0,funding: NOT FOUND Pain score is low and wrist sizing is not shown as must-have. Original status: Needs verification.
